SHKBP1	Q8TBC3
SI	P14410
SIGLEC16	A6NMB1
SIRT1	Q96EB6
SLC12A9	Q9BXP2
SLC15A3	Q8IY34
SLC16A3	O15427
SLC17A5	Q9NRA2
SLC1A3	P43003
SLC1A4	P43007
SLC1A5	Q15758
SLC22A4	Q9H015
SLC25A19	Q9HC21
SLC25A24	Q6NUK1
SLC25A32	Q9H2D1
SLC26A6	Q9BXS9
SLC2A1	P11166
SLC2A4	P14672
SLC35F6	Q8N357
SLC3A2	P08195
SLC50A1	Q9BRV3
SLC7A5	Q01650
SLC9A6	Q92581
SMAD3	P84022
SMAD5	Q99717
SMARCA1	P28370
SMARCA4	P51532
SMARCC1	Q92922
SMARCD1	Q96GM5
SMC2	O95347
SMCHD1	A6NHR9
SMN1	Q16637
SMPD4	Q9NXE4
SMS	P52788
SMYD2	Q9NRG4
SMYD3	Q9H7B4
SNIP1	Q8TAD8
SNRNP35	Q16560
SNRPF	P62306
SNX33	Q8WV41
SNX4	O95219
SNX5	Q9Y5X3
SNX7	Q9UNH6
SOAT1	P35610
SORT1	Q99523
SPAST	Q9UBP0
SPATS2	Q86XZ4
SPC24	Q8NBT2
SPON2	Q9BUD6
SPP1	P10451
SPRYD7	Q5W111
SPTLC2	O15270
SQSTM1	Q13501
SRC	P12931
SRM	P19623
SRPK1	Q96SB4
SRPRB	Q9Y5M8
SRSF3	P84103
SRSF6	Q13247
SRXN1	Q9BYN0
SSB	P05455
SSR4	P51571
SSRP1	Q08945
STAB1	Q9NY15
STAG2	Q8N3U4
STEAP2	Q8NFT2
STK26	Q9P289
STK3	Q13188
STK39	Q9UEW8
STMN1	P16949
STT3A	P46977
STX6	O43752
STXBP6	Q8NFX7
SUGP1	Q8IWZ8
SUGP2	Q8IX01
SULF1	Q8IWU6
SULT1C2	O00338
SUPT16H	Q9Y5B9
SUPT4H1	P63272
SUPT5H	O00267
SUPT7L	O94864
SURF2	Q15527
SURF4	O15260
SYK	P43405
SYNCRIP	O60506
SYNGR1	O43759
SYNGR2	O43760
TAF4	O00268
TAF9	Q16594
TAGLN3	Q9UI15
TALDO1	P37837
TAOK1	Q7L7X3
TAPT1	Q6NXT6
TARBP1	Q13395
TARS1	P26639
TBC1D20	Q96BZ9
TBC1D23	Q9NUY8
TBC1D4	O60343
TBCD	Q9BTW9
TBCE	Q15813
TBK1	Q9UHD2
TBL3	Q12788
TBP	P20226
TBPL1	P62380
TCF20	Q9UGU0
TCF25	Q9BQ70
TCIRG1	Q13488
TCP1	P17987
TDP2	O95551
TEFM	Q96QE5
TEPSIN	Q96N21
TEX2	Q8IWB9
TEX264	Q9Y6I9
TFCP2	Q12800
TFIP11	Q9UBB9
TFPI	P10646
TFRC	P02786
THEMIS2	Q5TEJ8
THOC1	Q96FV9
THOC2	Q8NI27
THOC6	Q86W42
TIAL1	Q01085
TIGAR	Q9NQ88
TIMELESS	Q9UNS1
TIMM10	P62072
TIMP1	P01033
TJAP1	Q5JTD0
TK1	P04183
TKT	P29401
TLE1	Q04724
TLE3	Q04726
TLK1	Q9UKI8
TM4SF4	P48230
TMA16	Q96EY4
TMEM123	Q8N131
TMEM164	Q5U3C3
TMEM168	Q9H0V1
TMEM184C	Q9NVA4
TMEM214	Q6NUQ4
TMEM263	Q8WUH6
TMEM38B	Q9NVV0
TMEM43	Q9BTV4
TMEM59	Q9BXS4
TMEM65	Q6PI78
TMEM9	Q9P0T7
TMPO	P42166
TMPO	P42167
TMTC3	Q6ZXV5
TMX1	Q9H3N1
TNC	P24821
TNPO1	Q92973
TNPO3	Q9Y5L0
TNRC6B	Q9UPQ9
TOM1	O60784
TOMM22	Q9NS69
TOMM40	O96008
TOP2A	P11388
TOP2B	Q02880
TOP3A	Q13472
TOR1AIP2	Q9H496
TOR3A	Q9H497
TOX4	O94842
TP53BP1	Q12888
TP53BP2	Q13625
TP53I11	O14683
TPD52L2	O43399
TPT1	P13693
TRAF2	Q12933
TRAM1	Q15629
TRAPPC4	Q9Y296
TRIM24	O15164
TRIM27	P14373
TRIM4	Q9C037
TRIM47	Q96LD4
TRIM71	Q2Q1W2
TRIP10	Q15642
TRIP12	Q14669
TRMT10A	Q8TBZ6
TRMT11	Q7Z4G4
TRMT6	Q9UJA5
TRMT61A	Q96FX7
TRUB1	Q8WWH5
TRUB2	O95900
TSC22D2	O75157
TSPAN15	O95858
TSPYL1	Q9H0U9
TSR1	Q2NL82
TSR2	Q969E8
TSSC4	Q9Y5U2
TTC13	Q8NBP0
TTC28	Q96AY4
TTC4	O95801
TTC9	Q92623
TTI2	Q6NXR4
TTK	P33981
TUB	P50607
TUBA4A	P68366
TUBB	P07437
TUBB2A	Q13885
TUBB4B	P68371
TUBB8	Q3ZCM7
TUT4	Q5TAX3
TXNDC12	O95881
TXNRD1	Q16881
TYMS	P04818
TYROBP	O43914
U2SURP	O15042
UBA1	P22314
UBA2	Q9UBT2
UBE2A	P49459
UBE2C	O00762
UBE2I	P63279
UBE2M	P61081
UBE2Q1	Q7Z7E8
UBE2T	Q9NPD8
UBE4B	O95155
UBIAD1	Q9Y5Z9
UBN2	Q6ZU65
UBR4	Q5T4S7
UCHL5	Q9Y5K5
UCK2	Q9BZX2
UEVLD	Q8IX04
UHRF2	Q96PU4
UIMC1	Q96RL1
UNC119	Q13432
UNC45A	Q9H3U1
UPF1	Q92900
UPRT	Q96BW1
UQCC1	Q9NVA1
URI1	O94763
USO1	O60763
USP24	Q9UPU5
USP39	Q53GS9
UTP14A	Q9BVJ6
UTP18	Q9Y5J1
UTP20	O75691
UTP3	Q9NQZ2
UTRN	P46939
VAT1	Q99536
VDAC3	Q9Y277
VIL1	P09327
VIM	P08670
VIRMA	Q69YN4
VPS13C	Q709C8
VPS16	Q9H269
VPS18	Q9P253
VPS35	Q96QK1
VPS37C	A5D8V6
VPS45	Q9NRW7
VPS72	Q15906
VRK1	Q99986
VRK2	Q86Y07
VTA1	Q9NP79
VTN	P04004
WAC	Q9BTA9
WASHC4	Q2M389
WASHC5	Q12768
WDHD1	O75717
WDR11	Q9BZH6
WDR12	Q9GZL7
WDR18	Q9BV38
WDR26	Q9H7D7
WDR3	Q9UNX4
WDR4	P57081
WDR43	Q15061
WDR46	O15213
WDR55	Q9H6Y2
WDR70	Q9NW82
WDR73	Q6P4I2
WDR74	Q6RFH5
WDR75	Q8IWA0
WDR77	Q9BQA1
WDR83	Q9BRX9
WDR89	Q96FK6
WIPF2	Q8TF74
WRAP53	Q9BUR4
XAB2	Q9HCS7
XPA	P23025
XPNPEP1	Q9NQW7
XPO1	O14980
XPO5	Q9HAV4
XPOT	O43592
XRCC5	P13010
XRCC6	P12956
XRN2	Q9H0D6
XYLT2	Q9H1B5
YARS1	P54577
YBX2	Q9Y2T7
YEATS4	O95619
YRDC	Q86U90
YTHDC1	Q96MU7
YTHDF1	Q9BYJ9
YTHDF2	Q9Y5A9
YWHAQ	P27348
YWHAZ	P63104
YY1	P25490
ZBTB7B	O15156
ZC3H7B	Q9UGR2
ZCCHC3	Q9NUD5
ZCRB1	Q8TBF4
ZDHHC3	Q9NYG2
ZFP91	Q96JP5
ZMAT2	Q96NC0
ZMPSTE24	O75844
ZMYM3	Q14202
ZNF593	O00488
ZNF622	Q969S3
ZNF687	Q8N1G0
ZNF706	Q9Y5V0
ZNHIT2	Q9UHR6
ZSCAN18	Q8TBC5
